region	quality	n	total	percent
CYP2B6	high: >33	72	72	100
CYP2C18	high: >33	62	62	100
CYP2C19	high: >33	78	78	100
CYP2C8	mid: >23, <=33	2	50	4
CYP2C8	high: >33	48	50	96
CYP2C9	high: >33	72	72	100
CYP2D6	very low: <= 17	5	74	6.75675675675676
CYP2D6	mid: >23, <=33	1	74	1.35135135135135
CYP2D6	high: >33	68	74	91.8918918918919
CYP2E1	mid: >23, <=33	3	76	3.94736842105263
CYP2E1	high: >33	73	76	96.0526315789474
CYP2F1	high: >33	78	78	100
CYP2G1P	high: >33	76	76	100
CYP2J2	high: >33	32	32	100
CYP2R1	mid: >23, <=33	2	30	6.66666666666667
CYP2R1	high: >33	28	30	93.3333333333333
CYP2S1	mid: >23, <=33	2	50	4
CYP2S1	high: >33	48	50	96
CYP2U1	mid: >23, <=33	3	54	5.55555555555556
CYP2U1	high: >33	51	54	94.4444444444444
CYP2W1	very low: <= 17	2	44	4.54545454545455
CYP2W1	mid: >23, <=33	3	44	6.81818181818182
CYP2W1	high: >33	39	44	88.6363636363637
CYP4F12	very low: <= 17	1	70	1.42857142857143
CYP4F12	mid: >23, <=33	2	70	2.85714285714286
CYP4F12	high: >33	67	70	95.7142857142857
CYP4F3	mid: >23, <=33	25	74	33.7837837837838
CYP4F3	high: >33	49	74	66.2162162162162
D2HGDH	very low: <= 17	2	74	2.7027027027027
D2HGDH	mid: >23, <=33	4	74	5.40540540540541
D2HGDH	high: >33	68	74	91.8918918918919
DAZL	mid: >23, <=33	1	78	1.28205128205128
DAZL	high: >33	77	78	98.7179487179487
DCLRE1C	high: >33	78	78	100
DEAF1	mid: >23, <=33	2	76	2.63157894736842
DEAF1	high: >33	74	76	97.3684210526316
DMPK	mid: >23, <=33	3	22	13.6363636363636
DMPK	high: >33	19	22	86.3636363636364
DNMT3L	low: >17, <= 23	20	78	25.6410256410256
DNMT3L	mid: >23, <=33	4	78	5.12820512820513
DNMT3L	high: >33	54	78	69.2307692307692
DOK7	very low: <= 17	1	74	1.35135135135135
DOK7	high: >33	73	74	98.6486486486486
DPY19L2	high: >33	78	78	100
DRD4	low: >17, <= 23	1	74	1.35135135135135
DRD4	mid: >23, <=33	5	74	6.75675675675676
DRD4	high: >33	68	74	91.8918918918919
DSPP	low: >17, <= 23	2	28	7.14285714285714
DSPP	mid: >23, <=33	10	28	35.7142857142857
DSPP	high: >33	16	28	57.1428571428571
ECHS1	low: >17, <= 23	2	50	4
ECHS1	high: >33	48	50	96
EEF1A2	very low: <= 17	1	50	2
EEF1A2	mid: >23, <=33	4	50	8
EEF1A2	high: >33	45	50	90
EIF2B5	mid: >23, <=33	1	20	5
EIF2B5	high: >33	19	20	95
ENO3	mid: >23, <=33	2	40	5
ENO3	high: >33	38	40	95
ESPN	high: >33	58	58	100
ESRRA	very low: <= 17	1	58	1.72413793103448
ESRRA	mid: >23, <=33	9	58	15.5172413793103
ESRRA	high: >33	48	58	82.7586206896552
ETFB	low: >17, <= 23	2	70	2.85714285714286
ETFB	mid: >23, <=33	1	70	1.42857142857143
ETFB	high: >33	67	70	95.7142857142857
ETHE1	very low: <= 17	16	68	23.5294117647059
ETHE1	mid: >23, <=33	4	68	5.88235294117647
ETHE1	high: >33	48	68	70.5882352941177
EXTL2	high: >33	32	32	100
F7	low: >17, <= 23	3	50	6
F7	mid: >23, <=33	9	50	18
F7	high: >33	38	50	76
FAT1	high: >33	78	78	100
FCGR2B	very low: <= 17	1	72	1.38888888888889
FCGR2B	low: >17, <= 23	23	72	31.9444444444444
FCGR2B	mid: >23, <=33	9	72	12.5
FCGR2B	high: >33	39	72	54.1666666666667
FCGR3A	mid: >23, <=33	1	74	1.35135135135135
FCGR3A	high: >33	73	74	98.6486486486486
FGF3	low: >17, <= 23	1	24	4.16666666666667
FGF3	mid: >23, <=33	4	24	16.6666666666667
FGF3	high: >33	19	24	79.1666666666667
FGFRL1	mid: >23, <=33	1	46	2.17391304347826
FGFRL1	high: >33	45	46	97.8260869565217
FKBP8	mid: >23, <=33	6	52	11.5384615384615
FKBP8	high: >33	46	52	88.4615384615385
FLAD1	mid: >23, <=33	23	64	35.9375
FLAD1	high: >33	41	64	64.0625
FLG	very low: <= 17	3	48	6.25
FLG	high: >33	45	48	93.75
FLT4	low: >17, <= 23	1	78	1.28205128205128
FLT4	mid: >23, <=33	1	78	1.28205128205128
FLT4	high: >33	76	78	97.4358974358974
FOXN1	mid: >23, <=33	1	48	2.08333333333333
FOXN1	high: >33	47	48	97.9166666666667
FSCN2	low: >17, <= 23	1	44	2.27272727272727
FSCN2	mid: >23, <=33	19	44	43.1818181818182
FSCN2	high: >33	24	44	54.5454545454545
FUT1	very low: <= 17	2	44	4.54545454545455
FUT1	low: >17, <= 23	2	44	4.54545454545455
FUT1	mid: >23, <=33	7	44	15.9090909090909
FUT1	high: >33	33	44	75
FXN	high: >33	70	70	100
G6PC3	mid: >23, <=33	2	30	6.66666666666667
G6PC3	high: >33	28	30	93.3333333333333
GAK	mid: >23, <=33	2	78	2.56410256410256
GAK	high: >33	76	78	97.4358974358974
GALR1	very low: <= 17	3	72	4.16666666666667
GALR1	low: >17, <= 23	2	72	2.77777777777778
GALR1	mid: >23, <=33	4	72	5.55555555555556
GALR1	high: >33	63	72	87.5
GALT	mid: >23, <=33	16	56	28.5714285714286
GALT	high: >33	40	56	71.4285714285714
GCSH	high: >33	24	24	100
GDF3	very low: <= 17	5	66	7.57575757575758
GDF3	mid: >23, <=33	1	66	1.51515151515152
GDF3	high: >33	60	66	90.9090909090909
GIP	high: >33	64	64	100
GOLGA3	low: >17, <= 23	1	76	1.31578947368421
GOLGA3	mid: >23, <=33	11	76	14.4736842105263
GOLGA3	high: >33	64	76	84.2105263157895
GP1BA	mid: >23, <=33	5	70	7.14285714285714
GP1BA	high: >33	65	70	92.8571428571429
GP6	low: >17, <= 23	1	78	1.28205128205128
GP6	mid: >23, <=33	4	78	5.12820512820513
GP6	high: >33	73	78	93.5897435897436
GPI	very low: <= 17	4	78	5.12820512820513
GPI	high: >33	74	78	94.8717948717949
GPIHBP1	very low: <= 17	36	66	54.5454545454545
GPIHBP1	low: >17, <= 23	5	66	7.57575757575758
GPIHBP1	mid: >23, <=33	2	66	3.03030303030303
GPIHBP1	high: >33	23	66	34.8484848484849
GRIN1	low: >17, <= 23	8	74	10.8108108108108
GRIN1	mid: >23, <=33	9	74	12.1621621621622
GRIN1	high: >33	57	74	77.027027027027
GUSB	high: >33	76	76	100
H19	mid: >23, <=33	6	74	8.10810810810811
H19	high: >33	68	74	91.8918918918919
HBG1	very low: <= 17	1	32	3.125
HBG1	high: >33	31	32	96.875
HBM	low: >17, <= 23	2	60	3.33333333333333
HBM	mid: >23, <=33	14	60	23.3333333333333
HBM	high: >33	44	60	73.3333333333333
HCN2	high: >33	76	76	100
HCN3	mid: >23, <=33	2	28	7.14285714285714
HCN3	high: >33	26	28	92.8571428571429
HLA-A	high: >33	68	68	100
HLA-B	high: >33	62	62	100
HLA-C	high: >33	52	52	100
HLA-DMA	high: >33	46	46	100
HLA-DMB	high: >33	52	52	100
HLA-DOA	high: >33	30	30	100
HLA-DPA1	mid: >23, <=33	1	56	1.78571428571429
HLA-DPA1	high: >33	55	56	98.2142857142857
HLA-DPB2	high: >33	44	44	100
HLA-DQA1	mid: >23, <=33	5	48	10.4166666666667
HLA-DQA1	high: >33	43	48	89.5833333333333
HLA-DQA2	high: >33	30	30	100
HLA-DQB1	mid: >23, <=33	3	32	9.375
HLA-DQB1	high: >33	29	32	90.625
HLA-DQB2	high: >33	16	16	100
HLA-DRA	low: >17, <= 23	3	70	4.28571428571429
HLA-DRA	mid: >23, <=33	5	70	7.14285714285714
HLA-DRA	high: >33	62	70	88.5714285714286
HLA-DRB5	low: >17, <= 23	1	72	1.38888888888889
HLA-DRB5	mid: >23, <=33	1	72	1.38888888888889
HLA-DRB5	high: >33	70	72	97.2222222222222
HLA-E	mid: >23, <=33	2	30	6.66666666666667
HLA-E	high: >33	28	30	93.3333333333333
HLA-F	mid: >23, <=33	13	72	18.0555555555556
HLA-F	high: >33	59	72	81.9444444444445
HLA-G	high: >33	70	70	100
HLA-J	high: >33	50	50	100
HLA-L	high: >33	68	68	100
HLA-N	high: >33	22	22	100
HLA-S	low: >17, <= 23	1	24	4.16666666666667
HLA-S	mid: >23, <=33	2	24	8.33333333333333
HLA-S	high: >33	21	24	87.5
HMGCL	mid: >23, <=33	9	78	11.5384615384615
HMGCL	high: >33	69	78	88.4615384615385
HMX1	high: >33	56	56	100
HNF1A	mid: >23, <=33	4	64	6.25
HNF1A	high: >33	60	64	93.75
HOXB8	low: >17, <= 23	1	32	3.125
HOXB8	mid: >23, <=33	1	32	3.125
HOXB8	high: >33	30	32	93.75
HPD	high: >33	74	74	100
HSD11B2	mid: >23, <=33	4	18	22.2222222222222
HSD11B2	high: >33	14	18	77.7777777777778
HYAL1	very low: <= 17	9	66	13.6363636363636
HYAL1	low: >17, <= 23	2	66	3.03030303030303
HYAL1	mid: >23, <=33	11	66	16.6666666666667
HYAL1	high: >33	44	66	66.6666666666667
HYDIN	high: >33	76	76	100
IFITM3	very low: <= 17	5	76	6.57894736842105
IFITM3	low: >17, <= 23	1	76	1.31578947368421
IFITM3	mid: >23, <=33	1	76	1.31578947368421
IFITM3	high: >33	69	76	90.7894736842105
IFNL3	mid: >23, <=33	4	34	11.7647058823529
IFNL3	high: >33	30	34	88.2352941176471
IKBKB	high: >33	76	76	100
IMPA1	mid: >23, <=33	1	52	1.92307692307692
IMPA1	high: >33	51	52	98.0769230769231
INPP5E	very low: <= 17	1	40	2.5
INPP5E	low: >17, <= 23	5	40	12.5
INPP5E	mid: >23, <=33	5	40	12.5
INPP5E	high: >33	29	40	72.5
INSL3	high: >33	72	72	100
JAG2	very low: <= 17	4	58	6.89655172413793
JAG2	low: >17, <= 23	2	58	3.44827586206897
JAG2	mid: >23, <=33	6	58	10.3448275862069
JAG2	high: >33	46	58	79.3103448275862
KCNE1	high: >33	78	78	100
KCNK1	high: >33	78	78	100
KCNK10	high: >33	78	78	100
KCNK12	high: >33	78	78	100
KCNK13	high: >33	78	78	100
KCNK15	high: >33	14	14	100
KCNK17	high: >33	64	64	100
KCNK18	high: >33	22	22	100
KCNK2	mid: >23, <=33	2	64	3.125
KCNK2	high: >33	62	64	96.875
KCNK3	very low: <= 17	2	74	2.7027027027027
KCNK3	mid: >23, <=33	1	74	1.35135135135135
KCNK3	high: >33	71	74	95.9459459459459
KCNK4	high: >33	24	24	100
KCNK5	high: >33	74	74	100
KCNK6	mid: >23, <=33	4	26	15.3846153846154
KCNK6	high: >33	22	26	84.6153846153846
KCNK7	high: >33	22	22	100
KCNK9	high: >33	78	78	100
KCNV2	mid: >23, <=33	2	48	4.16666666666667
KCNV2	high: >33	46	48	95.8333333333333
KDM2B	low: >17, <= 23	1	78	1.28205128205128
KDM2B	mid: >23, <=33	1	78	1.28205128205128
KDM2B	high: >33	76	78	97.4358974358974
KIR3DL2	high: >33	76	76	100
KISS1	mid: >23, <=33	1	48	2.08333333333333
KISS1	high: >33	47	48	97.9166666666667
KISS1R	mid: >23, <=33	9	60	15
KISS1R	high: >33	51	60	85
KLF11	mid: >23, <=33	12	50	24
KLF11	high: >33	38	50	76
KLF14	mid: >23, <=33	1	26	3.84615384615385
KLF14	high: >33	25	26	96.1538461538462
KLK4	low: >17, <= 23	1	58	1.72413793103448
KLK4	high: >33	57	58	98.2758620689655
KMT2C	high: >33	78	78	100
KNG1	high: >33	68	68	100
KRTAP1-1	low: >17, <= 23	1	64	1.5625
KRTAP1-1	mid: >23, <=33	12	64	18.75
KRTAP1-1	high: >33	51	64	79.6875
LAMB1	high: >33	78	78	100
LBR	high: >33	50	50	100
LIPN	mid: >23, <=33	5	66	7.57575757575758
LIPN	high: >33	61	66	92.4242424242424
LIX1	high: >33	60	60	100
LMF1	high: >33	72	72	100
LMNB2	very low: <= 17	2	72	2.77777777777778
LMNB2	low: >17, <= 23	3	72	4.16666666666667
LMNB2	mid: >23, <=33	2	72	2.77777777777778
LMNB2	high: >33	65	72	90.2777777777778
LRIG2	high: >33	78	78	100
LZTFL1	high: >33	70	70	100
MAFA	low: >17, <= 23	1	40	2.5
MAFA	high: >33	39	40	97.5
MAN1B1	low: >17, <= 23	1	50	2
MAN1B1	mid: >23, <=33	4	50	8
MAN1B1	high: >33	45	50	90
MARVELD2	mid: >23, <=33	8	68	11.7647058823529
MARVELD2	high: >33	60	68	88.2352941176471
MASP2	mid: >23, <=33	9	70	12.8571428571429
MASP2	high: >33	61	70	87.1428571428571
MBOAT7	low: >17, <= 23	1	76	1.31578947368421
MBOAT7	mid: >23, <=33	6	76	7.89473684210526
MBOAT7	high: >33	69	76	90.7894736842105
MC1R	mid: >23, <=33	12	58	20.6896551724138
MC1R	high: >33	46	58	79.3103448275862
MDK	high: >33	26	26	100
MICB	very low: <= 17	1	72	1.38888888888889
MICB	mid: >23, <=33	2	72	2.77777777777778
MICB	high: >33	69	72	95.8333333333333
MLC1	mid: >23, <=33	2	64	3.125
MLC1	high: >33	62	64	96.875
MLPH	low: >17, <= 23	3	76	3.94736842105263
MLPH	mid: >23, <=33	3	76	3.94736842105263
MLPH	high: >33	70	76	92.1052631578947
MOGS	mid: >23, <=33	4	58	6.89655172413793
MOGS	high: >33	54	58	93.1034482758621
MPG	very low: <= 17	7	64	10.9375
MPG	low: >17, <= 23	3	64	4.6875
MPG	mid: >23, <=33	1	64	1.5625
MPG	high: >33	53	64	82.8125
MST1R	mid: >23, <=33	1	34	2.94117647058824
MST1R	high: >33	33	34	97.0588235294118
MUC1	very low: <= 17	13	76	17.1052631578947
MUC1	low: >17, <= 23	38	76	50
MUC1	mid: >23, <=33	10	76	13.1578947368421
MUC1	high: >33	15	76	19.7368421052632
MUC12	very low: <= 17	4	76	5.26315789473684
MUC12	low: >17, <= 23	2	76	2.63157894736842
MUC12	high: >33	70	76	92.1052631578947
MUC13	high: >33	78	78	100
MUC15	mid: >23, <=33	14	70	20
MUC15	high: >33	56	70	80
MUC16	very low: <= 17	2	78	2.56410256410256
MUC16	mid: >23, <=33	1	78	1.28205128205128
MUC16	high: >33	75	78	96.1538461538462
MUC19	high: >33	76	76	100
MUC2	very low: <= 17	3	78	3.84615384615385
MUC2	low: >17, <= 23	2	78	2.56410256410256
MUC2	mid: >23, <=33	3	78	3.84615384615385
MUC2	high: >33	70	78	89.7435897435898
MUC20	very low: <= 17	2	32	6.25
MUC20	low: >17, <= 23	3	32	9.375
MUC20	mid: >23, <=33	5	32	15.625
MUC20	high: >33	22	32	68.75
MUC21	mid: >23, <=33	5	58	8.62068965517242
MUC21	high: >33	53	58	91.3793103448276
MUC22	high: >33	54	54	100
MUC4	low: >17, <= 23	2	32	6.25
MUC4	high: >33	30	32	93.75
MUC5AC	mid: >23, <=33	2	70	2.85714285714286
MUC5AC	high: >33	68	70	97.1428571428572
MUC5B	mid: >23, <=33	1	62	1.61290322580645
MUC5B	high: >33	61	62	98.3870967741936
MUC6	very low: <= 17	4	62	6.45161290322581
MUC6	low: >17, <= 23	6	62	9.67741935483871
MUC6	mid: >23, <=33	2	62	3.2258064516129
MUC6	high: >33	50	62	80.6451612903226
MUC7	high: >33	52	52	100
MUSK	low: >17, <= 23	1	60	1.66666666666667
MUSK	mid: >23, <=33	9	60	15
MUSK	high: >33	50	60	83.3333333333333
MYO9B	high: >33	78	78	100
MYOT	high: >33	50	50	100
MYT1	very low: <= 17	1	68	1.47058823529412
MYT1	low: >17, <= 23	1	68	1.47058823529412
MYT1	mid: >23, <=33	1	68	1.47058823529412
MYT1	high: >33	65	68	95.5882352941177
NACA	mid: >23, <=33	3	56	5.35714285714286
NACA	high: >33	53	56	94.6428571428571
NDUFA6	low: >17, <= 23	1	68	1.47058823529412
NDUFA6	high: >33	67	68	98.5294117647059
NDUFAF1	low: >17, <= 23	4	76	5.26315789473684
NDUFAF1	mid: >23, <=33	6	76	7.89473684210526
NDUFAF1	high: >33	66	76	86.8421052631579
NDUFB1	high: >33	54	54	100
NDUFV3	low: >17, <= 23	2	66	3.03030303030303
NDUFV3	mid: >23, <=33	9	66	13.6363636363636
NDUFV3	high: >33	55	66	83.3333333333333
NLRP12	high: >33	78	78	100
NLRP2	high: >33	78	78	100
NOD1	very low: <= 17	5	66	7.57575757575758
NOD1	high: >33	61	66	92.4242424242424
NPM1	low: >17, <= 23	1	54	1.85185185185185
NPM1	mid: >23, <=33	2	54	3.7037037037037
NPM1	high: >33	51	54	94.4444444444444
NPPA	mid: >23, <=33	1	38	2.63157894736842
NPPA	high: >33	37	38	97.3684210526316
OPRL1	very low: <= 17	1	68	1.47058823529412
OPRL1	low: >17, <= 23	8	68	11.7647058823529
OPRL1	mid: >23, <=33	15	68	22.0588235294118
OPRL1	high: >33	44	68	64.7058823529412
ORC6	mid: >23, <=33	25	50	50
ORC6	high: >33	25	50	50
P2RX2	low: >17, <= 23	4	48	8.33333333333333
P2RX2	mid: >23, <=33	10	48	20.8333333333333
P2RX2	high: >33	34	48	70.8333333333334
P2RX5	very low: <= 17	10	76	13.1578947368421
P2RX5	low: >17, <= 23	7	76	9.21052631578947
P2RX5	mid: >23, <=33	5	76	6.57894736842105
P2RX5	high: >33	54	76	71.0526315789474
PAPSS2	high: >33	78	78	100
PCBP1	mid: >23, <=33	8	26	30.7692307692308
PCBP1	high: >33	18	26	69.2307692307692
PCCB	high: >33	78	78	100
PCDHA10	high: >33	78	78	100
PCMT1	mid: >23, <=33	1	78	1.28205128205128
PCMT1	high: >33	77	78	98.7179487179487
PDE6B	low: >17, <= 23	1	70	1.42857142857143
PDE6B	mid: >23, <=33	2	70	2.85714285714286
PDE6B	high: >33	67	70	95.7142857142857
PDLIM3	high: >33	62	62	100
PDPK1	high: >33	76	76	100
PDSS1	high: >33	76	76	100
PEX5	low: >17, <= 23	1	62	1.61290322580645
PEX5	mid: >23, <=33	22	62	35.4838709677419
PEX5	high: >33	39	62	62.9032258064516
PGAM5	low: >17, <= 23	4	50	8
PGAM5	mid: >23, <=33	6	50	12
PGAM5	high: >33	40	50	80
PHKG2	very low: <= 17	15	50	30
PHKG2	mid: >23, <=33	13	50	26
PHKG2	high: >33	22	50	44
PIGV	high: >33	14	14	100
PKD1	very low: <= 17	25	56	44.6428571428571
PKD1	mid: >23, <=33	6	56	10.7142857142857
PKD1	high: >33	25	56	44.6428571428571
PKN3	mid: >23, <=33	5	64	7.8125
PKN3	high: >33	59	64	92.1875
PLTP	high: >33	40	40	100
PNKP	high: >33	50	50	100
PPIA	high: >33	78	78	100
PPIP5K1	high: >33	76	76	100
PRG4	low: >17, <= 23	1	36	2.77777777777778
PRG4	high: >33	35	36	97.2222222222222
PRKCG	mid: >23, <=33	11	78	14.1025641025641
PRKCG	high: >33	67	78	85.8974358974359
PROZ	very low: <= 17	6	56	10.7142857142857
PROZ	low: >17, <= 23	8	56	14.2857142857143
PROZ	mid: >23, <=33	5	56	8.92857142857143
PROZ	high: >33	37	56	66.0714285714286
PSPH	mid: >23, <=33	1	76	1.31578947368421
PSPH	high: >33	75	76	98.6842105263158
PTEN	high: >33	78	78	100
PTK6	very low: <= 17	2	68	2.94117647058824
PTK6	low: >17, <= 23	1	68	1.47058823529412
PTK6	mid: >23, <=33	7	68	10.2941176470588
PTK6	high: >33	58	68	85.2941176470588
PTPRC	high: >33	74	74	100
PXDN	high: >33	76	76	100
RFX2	mid: >23, <=33	1	76	1.31578947368421
RFX2	high: >33	75	76	98.6842105263158
RGPD3	low: >17, <= 23	1	78	1.28205128205128
RGPD3	mid: >23, <=33	16	78	20.5128205128205
RGPD3	high: >33	61	78	78.2051282051282
RHCE	high: >33	78	78	100
RHOA	mid: >23, <=33	11	76	14.4736842105263
RHOA	high: >33	65	76	85.5263157894737
RNF212	mid: >23, <=33	3	74	4.05405405405405
RNF212	high: >33	71	74	95.9459459459459
RNF213	low: >17, <= 23	2	78	2.56410256410256
RNF213	high: >33	76	78	97.4358974358974
RPIA	very low: <= 17	2	36	5.55555555555556
RPIA	high: >33	34	36	94.4444444444444
RPL22	high: >33	60	60	100
RPN1	very low: <= 17	18	78	23.0769230769231
RPN1	high: >33	60	78	76.9230769230769
SAR1B	low: >17, <= 23	1	78	1.28205128205128
SAR1B	mid: >23, <=33	7	78	8.97435897435897
SAR1B	high: >33	70	78	89.7435897435898
SBK3	low: >17, <= 23	1	60	1.66666666666667
SBK3	mid: >23, <=33	2	60	3.33333333333333
SBK3	high: >33	57	60	95
SEC63	high: >33	78	78	100
SEMG1	mid: >23, <=33	17	74	22.972972972973
SEMG1	high: >33	57	74	77.027027027027
SERPINF2	very low: <= 17	6	42	14.2857142857143
SERPINF2	high: >33	36	42	85.7142857142857
SH2B1	mid: >23, <=33	31	66	46.969696969697
SH2B1	high: >33	35	66	53.030303030303
SIGLEC16	high: >33	68	68	100
SLC17A5	low: >17, <= 23	2	72	2.77777777777778
SLC17A5	mid: >23, <=33	1	72	1.38888888888889
SLC17A5	high: >33	69	72	95.8333333333333
SLC22A1	mid: >23, <=33	3	66	4.54545454545455
SLC22A1	high: >33	63	66	95.4545454545454
SLC22A12	low: >17, <= 23	2	58	3.44827586206897
SLC22A12	mid: >23, <=33	20	58	34.4827586206897
SLC22A12	high: >33	36	58	62.0689655172414
SLC27A4	high: >33	32	32	100
SLC27A5	mid: >23, <=33	3	74	4.05405405405405
SLC27A5	high: >33	71	74	95.9459459459459
SLC29A4	mid: >23, <=33	1	78	1.28205128205128
SLC29A4	high: >33	77	78	98.7179487179487
SLC6A18	low: >17, <= 23	1	68	1.47058823529412
SLC6A18	mid: >23, <=33	3	68	4.41176470588235
SLC6A18	high: >33	64	68	94.1176470588235
SLC6A3	high: >33	76	76	100
SMG1	mid: >23, <=33	2	68	2.94117647058824
SMG1	high: >33	66	68	97.0588235294118
SMOC2	high: >33	78	78	100
SNTG2	very low: <= 17	1	78	1.28205128205128
SNTG2	low: >17, <= 23	3	78	3.84615384615385
SNTG2	mid: >23, <=33	3	78	3.84615384615385
SNTG2	high: >33	71	78	91.025641025641
SOHLH1	high: >33	18	18	100
SPI1	mid: >23, <=33	2	54	3.7037037037037
SPI1	high: >33	52	54	96.2962962962963
SPRN	very low: <= 17	1	68	1.47058823529412
SPRN	low: >17, <= 23	1	68	1.47058823529412
SPRN	mid: >23, <=33	2	68	2.94117647058824
SPRN	high: >33	64	68	94.1176470588235
SRR	mid: >23, <=33	3	58	5.17241379310345
SRR	high: >33	55	58	94.8275862068966
SSTR5	low: >17, <= 23	1	56	1.78571428571429
SSTR5	mid: >23, <=33	4	56	7.14285714285714
SSTR5	high: >33	51	56	91.0714285714286
STK11	high: >33	76	76	100
STXBP2	mid: >23, <=33	1	24	4.16666666666667
STXBP2	high: >33	23	24	95.8333333333333
SUZ12	mid: >23, <=33	1	78	1.28205128205128
SUZ12	high: >33	77	78	98.7179487179487
TAP1	high: >33	22	22	100
TAP2	high: >33	58	58	100
TBXA2R	mid: >23, <=33	1	78	1.28205128205128
TBXA2R	high: >33	77	78	98.7179487179487
TCF3	very low: <= 17	6	78	7.69230769230769
TCF3	low: >17, <= 23	8	78	10.2564102564103
TCF3	mid: >23, <=33	3	78	3.84615384615385
TCF3	high: >33	61	78	78.2051282051282
TERT	very low: <= 17	2	76	2.63157894736842
TERT	mid: >23, <=33	2	76	2.63157894736842
TERT	high: >33	72	76	94.7368421052632
THBS2	mid: >23, <=33	2	64	3.125
THBS2	high: >33	62	64	96.875
TJP2	high: >33	76	76	100
TM4SF19	very low: <= 17	2	72	2.77777777777778
TM4SF19	low: >17, <= 23	6	72	8.33333333333333
TM4SF19	mid: >23, <=33	5	72	6.94444444444445
TM4SF19	high: >33	59	72	81.9444444444445
